accessibility,completeness,freshness,metadata,usability,grade
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Silver
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Bronze
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
0,0.9695761986959965,0.2160434276206472,0.6294965599986877,0.12802155552276084,Gold
